tournament_name,start_date,end_date,center_name,center_location,pattern_name,pattern_length,pattern_volume,pattern_ratio,position,squad,name,hometown,score,average,+/-_200,match_play_record,points,earnings
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,21,,T.J. Rock,"Las Vegas, Nev.",,227.79,,'10-14-0',0.00,6600.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,22,,DJ Archer,"Louisville, Ky.",,229.67,,'6-17-1',"1,035.00",6400.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,23,,Kris Prather,"Plainfield, Ill.",,229.40,,'5-17-2',975.00,6200.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,24,,Jason Belmonte,Australia,,227.90,,'8-16-0',915.00,6000.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,25,,Jesper Svensson,Sweden,,230.33,,'--',855.00,5000.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,26,,Marshall Kent,"Yakima, Wash.",,229.29,,'--',825.00,4800.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,27,,Tommy Jones,"Simpsonville, S.C.",,229.00,,'--',795.00,4600.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,28,,Spencer Robarge,"Springfield, Mo.",,228.63,,'--',0.00,4400.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,29,,Brandon Bonta,Wichita,,228.42,,'--',0.00,4300.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,30,,Anthony Simonsen,Las Vegas,,228.38,,'--',705.00,4200.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,31,,Kris Koeltzow,"Wheat  Ridge, Colo.",,228.29,,'--',675.00,4100.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,32,,Sam Cooley,Australia,,228.00,,'--',645.00,4000.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,33,,Darren Tang,Las Vegas,,227.54,,'--',607.50,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,34,,Matt Sanders,"Evansville, Ind.",,227.54,,'--',607.50,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,35,,Brandon Runk,"Milton, Pa.",,227.13,,'--',585.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,36,,Matt Ogle,"Louisville, Ky.",,227.08,,'--',570.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,37,,Thomas Larsen,Denmark,,227.04,,'--',555.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,38,,Wes Malott,"Fort Wayne, Ind.",,226.17,,'--',540.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,39,,Tyler Cortez Schenck,"Phoenix, Ariz.",,226.08,,'--',525.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,40,,Sean Lavery-Spahr,"Pasadena, Texas",,225.46,,'--',510.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,41,,AJ Chapman,"Manchester, Iowa",,225.13,,'--',495.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,42,,Matt Russo,"Ballwin, Missouri",,224.96,,'--',480.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,43,,AJ Johnson,"Oswego, Ill.",,224.42,,'--',465.00,100.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,44,,Jakob Butturff,"Tempe, Ariz.",,224.00,,'--',450.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,45,,Richie Teece,"Aldershot, Hampshire",,223.58,,'--',435.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,46,,Kyle Troup,"Taylorsville, N.C.",,223.17,,'--',420.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,47,,Austin Boulds,"Creal Springs, Ill.",,222.38,,'--',405.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,48,,Shawn Maldonado,Houston,,222.33,,'--',390.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,49,,Shota Kawazoe,Japan,,222.13,,'--',375.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,50,,Jason Sterner,"Rochester, N.Y.",,221.96,,'--',352.50,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,51,,Nathan Bohr,"Austin, Texas",,221.96,,'--',352.50,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,52,,Will Vidulich,"Budd Lake, N.J.",,221.71,,'--',330.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,53,,Timmy Tan,Malaysia,,221.00,,'--',315.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,54,,Matt Murtishaw,"Menifee, Calif.",,220.88,,'--',292.50,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,55,,Wesley Low Jr.,"Palmdale, Calif.",,220.88,,'--',292.50,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,56,,Dick Allen,"Chapin, S.C.",,220.67,,'--',270.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,57,,Nate Garcia,"Port St. Lucie, Fla.",,220.63,,'--',255.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,58,,Brian Robinson,"Morgantown, W. Va.",,220.04,,'--',240.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,59,,Tim Foy Jr.,"Seaford, Del.",,220.00,,'--',225.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,60,,Blake Demore,"Springfield, Mo.",,219.79,,'--',210.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,61,,Stu Williams,"Pflugerville, Texas",,219.67,,'--',195.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,62,,Dom Barrett,"Great Bentley, England",,219.63,,'--',180.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,63,,Tom Hess,"Granger, Iowa",,219.33,,'--',165.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,64,,Jake Peters,"Henderson, Nev.",,219.17,,'--',150.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,65,,Tom Daugherty,"Riverview, Fla.",,219.08,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,66,,Anthony Pepe,"Long Island City, N.Y.",,218.33,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,67,,Mike Eaton Jr.,"Byron Center, Mich.",,218.08,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,68,,Lyle Kuhlmann,"Woodruff, Wis.",,217.92,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,69,,Sean Rash,"Montgomery, Ill.",,217.25,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,70,,Cody Shoemaker,"Hanover, Pa.",,217.08,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,71,,Tomas Käyhkö,Finland,,216.13,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,72,,Joshua Imhoff,"Little Rock, AR",,215.33,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,73,,Kevin McCune,"Munster, Ind.",,214.79,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,74,,Ryan Ciminelli,"Monroe, N.C.",,213.00,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,75,,Andrew Anderson,"Holly, Mich.",,212.88,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,76,,Nick Pate,"Inver Grove Heights, Minn.",,212.79,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,77,,David Haynes,Las Vegas,,212.25,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,78,,Bryan Bourget,"Woonsocket, R.I.",,212.13,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,79,,Carlos Granados,Venezuela,,212.08,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,80,,Anthony Neuer,"Lewisburg, Pa.",,211.79,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,81,,Joseph Grondin,"San Pedro, Calif.",,211.54,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,82,,Arnar Jonsson,Iceland,,211.25,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,83,,Rafael Medina,Texas,,209.88,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,84,,Ronnie Russell,"Noblesville, Ind.",,209.38,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,85,,Zac Tackett,"Huntington, Ind.",,208.83,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,86,,Michael Martell,"Brooklyn, N.Y.",,207.50,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,87,,Kim Bolleby,Sweden,,205.88,,'--',135.00,0.00
PBA Players Championship presented by Snickers,2024-01-09T12:00:00Z,2024-01-15T12:00:00Z,PBA Players Championship presented by Snickers,3232 N Rock Rd Wichita KS 67226 United States,Wayne Webb,,,,88,,François Lavoie,Canada,,203.67,,'--',135.00,0.00
PBA Illinois Classic,2024-02-04T12:00:00Z,2024-02-10T12:00:00Z,PBA Illinois Classic,824 E. Rand Rd. Mt. Prospect 60056 United States,Don Carter,,,,1,,Marshall Kent,"Yakima, Wash.",,237.13,,'1-0-0',"5,000.00",25000.00
PBA Illinois Classic,2024-02-04T12:00:00Z,2024-02-10T12:00:00Z,PBA Illinois Classic,824 E. Rand Rd. Mt. Prospect 60056 United States,Don Carter,,,,2,,AJ Johnson,"Oswego, Ill.",,230.33,,'2-1-0',"3,000.00",15000.00
PBA Illinois Classic,2024-02-04T12:00:00Z,2024-02-10T12:00:00Z,PBA Illinois Classic,824 E. Rand Rd. Mt. Prospect 60056 United States,Don Carter,,,,3,,Sean Lavery-Spahr,"Pasadena, Texas",,227.32,,'0-1-0',"2,300.00",12500.00
PBA Illinois Classic,2024-02-04T12:00:00Z,2024-02-10T12:00:00Z,PBA Illinois Classic,824 E. Rand Rd. Mt. Prospect 60056 United States,Don Carter,,,,4,,Jake Peters,"Henderson, Nev.",,233.88,,'1-1-0',"1,900.00",10000.00
PBA Illinois Classic,2024-02-04T12:00:00Z,2024-02-10T12:00:00Z,PBA Illinois Classic,824 E. Rand Rd. Mt. Prospect 60056 United States,Don Carter,,,,5,,EJ Tackett,"Bluffton, Ind.",,240.81,,'0-1-0',"1,700.00",8000.00
PBA Illinois Classic,2024-02-04T12:00:00Z,2024-02-10T12:00:00Z,PBA Illinois Classic,824 E. Rand Rd. Mt. Prospect 60056 United States,Don Carter,,,,6,,Sean Rash,"Montgomery, Ill.",,224.47,,'7-5-0',"1,550.00",6500.00
